_id,name,review_scores.review_scores_accuracy,review_scores.review_scores_cleanliness,review_scores.review_scores_checkin,review_scores.review_scores_communication,review_scores.review_scores_location,review_scores.review_scores_value,review_scores.review_scores_rating
23519016,Warm# 3 bedroom + 2 bathroom  7pp#Apt. near MTR,8.0,8.0,9.0,9.0,10.0,9.0,83.0
23509047,Cosy room with stunning views,10.0,10.0,10.0,,,,
23770863,"Oceanside Peace in Paradise - 3 bdrm, 2 bath",10.0,10.0,10.0,,,,
23504122,A Casa das 3 Marias,10.0,10.0,10.0,10.0,9.0,9.0,93.0
23611001,Big sunny room! Perfect location!,8.0,8.0,8.0,9.0,8.0,8.0,78.0
23700685,Room in the center of Barcelona,10.0,10.0,10.0,,,,
23574380,"1 min MTR, nice sunshine(203)",9.0,9.0,10.0,9.0,10.0,9.0,87.0
23578543,"Serene oceanfront home,Kauai's sunny western shore",10.0,10.0,10.0,,,,
23553008,Comfortable Apartment Sant Antoni area for months,10.0,10.0,10.0,10.0,9.0,10.0,100.0
23529310,"Large attic room, ensuite bathroom Forest Lodge",10.0,10.0,10.0,10.0,10.0,10.0,100.0
23644123,Party/Event – Day/Night – Botafogo/Laranjeiras!,10.0,10.0,10.0,,,,
23662965,Apartamento de dois quartos em Copacabana,10.0,10.0,10.0,,,,
23717824,Bright cosy clean apartment,10.0,10.0,10.0,,,,
23621554,The best location and comfortable beautique hotel,10.0,10.0,10.0,,,,
23671806,Water view getaway loft,8.0,8.0,10.0,8.0,10.0,8.0,68.0
2368021,Spacious and Amazing Location!,10.0,8.0,10.0,10.0,10.0,9.0,95.0
2373963,Back-to-Back House II,10.0,9.0,10.0,10.0,10.0,10.0,90.0
23681559,2379 - AB Vila Olimpica - Icaria Apartment - Bright and modern apartment with amazing pool in Vila Olímpica,10.0,10.0,10.0,,,,
23681585,2541 - AB GRACIA SPACIOUS - Apartment for 4 with private terrace in Gràcia,10.0,10.0,10.0,,,,
23743781,Apartamento T3 duplex de luxo à beira mar,10.0,10.0,9.0,9.0,10.0,9.0,91.0
23749673,"""PalaisDesCongres Condo""OLDMtl/Dt Free Parking",8.0,9.0,9.0,9.0,10.0,9.0,88.0
23769045,CHARMING HOUSE WITH TERRACE - JEAN TALON MARKET,10.0,10.0,10.0,10.0,10.0,10.0,95.0
23926355,Cacao-Ocean Room at Hamakua Chocolate Farm,10.0,10.0,10.0,10.0,10.0,10.0,100.0
23839051,Kama'iki,7.0,7.0,10.0,9.0,7.0,7.0,80.0
23788201,"Comfortable, cozy,  very nice location in moda cd",10.0,10.0,10.0,10.0,10.0,10.0,99.0
23792007,Tranquil Garden Getaway,10.0,10.0,10.0,10.0,10.0,10.0,99.0
24074680,Espaço Palmeiras,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2380403,"Artsy and Comfy Bedroom, Living Room, Terrace",10.0,10.0,10.0,,,,
23989053,Cozy Room near the Beach and 10 min away city cent,10.0,9.0,10.0,10.0,9.0,9.0,92.0
23897006,La lumière,10.0,9.0,10.0,10.0,10.0,10.0,90.0
23921295,-MAISON ALEXANDRA- 3 STOREY WATERFRONT PH FLOOR,10.0,10.0,10.0,10.0,10.0,10.0,100.0
23900565,Clean Private Studio/Full Bath & Kitchenette #1,10.0,10.0,10.0,10.0,9.0,10.0,98.0
23872995,Sea View Private Room with Bathroom-TF6,8.0,10.0,10.0,10.0,10.0,9.0,80.0
23898015,One-Bedroom Apartment With Balcony! (Bridges),10.0,10.0,10.0,,,,
24009924,Free Parking! North Star Flats@Ribeira & Cellars 5,10.0,10.0,10.0,10.0,10.0,10.0,97.0
24019419,"Kona Reef, F5 - Beautiful remodeled Condo stunning ocean/sunset views",10.0,9.0,10.0,10.0,10.0,9.0,96.0
23809500,WONDERFUL APARTMENT NEAR PASEO DE GRACIA,9.0,9.0,9.0,10.0,10.0,9.0,86.0
23817774,Chambre lumineuse dans le Mile end!,10.0,10.0,10.0,,,,
23832922,Private room at Barra / Quarto privativo na Barra,10.0,10.0,10.0,10.0,10.0,10.0,100.0
23887963,ABSOLUTE SAGRADA FAMILIA 2,10.0,10.0,10.0,10.0,10.0,10.0,99.0
23892039,"COME INN 2인실B(1더블침대) 침사취이역B1에서 5분거리, 한국어 영어 중국어가능",10.0,9.0,9.0,10.0,10.0,9.0,94.0
2393133,"Hong Kong University, MTR station 5 min walk away",9.0,9.0,10.0,10.0,9.0,9.0,90.0
23840566,Sweet Home in Porto,10.0,10.0,10.0,10.0,9.0,9.0,93.0
23888208,Bondi Beachside Bliss,10.0,10.0,10.0,,,,
23980486,Ka maluhia a me ke aloha Kohala,10.0,10.0,10.0,10.0,10.0,10.0,97.0
23960324,Leighton Apartment - Times #E (禮寓-時代館 #E),10.0,10.0,10.0,10.0,10.0,10.0,97.0
24004679,Apartamento Céntrico,7.0,8.0,7.0,8.0,10.0,6.0,90.0
24032849,Habitación doble en el centro de la ciudad,10.0,10.0,10.0,10.0,10.0,9.0,95.0
24052553,Central 3 Beds + Breakfast & Balcony (3A),9.0,8.0,9.0,9.0,10.0,9.0,84.0
23938644,Superbe maison vintage au cœur du plateau,10.0,10.0,10.0,,,,
23953865,Room A4,9.0,9.0,9.0,9.0,10.0,9.0,85.0
24049135,Big double room with private bathroom,10.0,10.0,10.0,10.0,10.0,9.0,96.0
23999395,"HKJL03-D Mongkok cozy R,kitchen,1.2*2m bed,wifi",10.0,9.0,10.0,10.0,10.0,10.0,93.0
23978926,"Haiku's Best#5--AC, Netflix, Discounts @ 3 nights+",10.0,10.0,10.0,10.0,10.0,10.0,96.0
239899,Spacious & Charming by Prospect Pk,10.0,9.0,10.0,10.0,10.0,10.0,100.0
24064211,*-25% Discount* Modern Space Suite  with Concierge,9.0,9.0,9.0,9.0,10.0,9.0,89.0
23862155,Modern apartment Bondi Beach,10.0,10.0,10.0,10.0,10.0,10.0,100.0
23797007,"Nice room, Lovely apartment next to the beach",9.0,8.0,9.0,9.0,9.0,9.0,87.0
24038067,İstanbul Üsküdar  Sweet House in Rent for 4 months,10.0,10.0,10.0,,,,
23822150,Humble LOFT - In the ❤ of OLD PORT / Old Montreal,10.0,10.0,10.0,10.0,10.0,10.0,96.0
2400861,The Mile End Nest,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24041662,Mr. world traveler,8.0,8.0,10.0,10.0,9.0,7.0,70.0
23876137,Beach front condo - Prime location,10.0,10.0,10.0,,,,
23831089,Terrace Guesthouse FAMILY ROOM,10.0,10.0,10.0,,,,
23828577,Hawaii Is Calling You!! Answer the Call!!,10.0,10.0,10.0,10.0,10.0,10.0,99.0
23803557,Habitación cerca a Sagrada Familia,9.0,7.0,9.0,9.0,9.0,8.0,80.0
24057445,2633 - AB Barceloneta - Artistic Style Apartment - Beachside apartment for 2 with balcony and WiFi,10.0,10.0,10.0,,,,
24066499,"900+sq ft Modern Comfy Apartment, TST Centre",9.0,9.0,9.0,9.0,9.0,9.0,93.0
23895712,Spacious 3BR condo in the Plateau Mont-Royal,10.0,8.0,10.0,10.0,10.0,10.0,100.0
23923242,Double Room with private WC,10.0,10.0,10.0,,,,
23982823,Tranquillité en ville près de tous,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24057513,"Centre of Kadikoy, cozy apartment",10.0,10.0,10.0,,,,
23970178,2 Rooms Apt Max5 center of Mongkok,10.0,10.0,10.0,10.0,10.0,10.0,95.0
24026688,(inRAMBLAS) 1double room! Historic center,9.0,9.0,10.0,10.0,10.0,9.0,91.0
23896389,Design apartment with amazing views,10.0,10.0,10.0,,,,
24001961,boğaz & doğa manzaralı,10.0,10.0,10.0,,,,
24156479,Beautiful appart. with nice view close to downtown,9.0,10.0,10.0,10.0,10.0,10.0,100.0
24161923,Belle maison,10.0,10.0,10.0,,,,
24218782,Victorian Apartment w/ Private Terrace,10.0,9.0,10.0,9.0,10.0,10.0,93.0
24173657,Paseo de Gracia Apartment 4 3,10.0,10.0,10.0,,,,
24267275,ruhige Wohnung mit WLAN in Barcelona,10.0,8.0,10.0,10.0,10.0,9.0,97.0
24368563,ON Passeig de Gràcia LUXURY 2BR TERRACE&concierge,10.0,10.0,10.0,,,,
24459731,Comfy and Quiet Alexandria Apartment,10.0,10.0,10.0,,,,
24528857,Georgeos Penthouse with terrace,2.0,2.0,10.0,10.0,8.0,2.0,20.0
24579565,Repos de Ouro  Street of city park,8.0,10.0,9.0,9.0,10.0,9.0,87.0
24186376,"Perto de tudo e aconchegante, este conjugado!",10.0,10.0,10.0,10.0,10.0,10.0,100.0
2436700,The best apartment in the heart of Hong Kong,9.0,8.0,8.0,8.0,9.0,9.0,90.0
24513807,Simple Studio Downtown Montreal (Atwater Station),9.0,8.0,10.0,10.0,10.0,9.0,85.0
24527330,City Centre & Calm Room,9.0,10.0,9.0,9.0,9.0,10.0,87.0
24574651,Cosy place with a balcony.,10.0,10.0,10.0,10.0,10.0,9.0,98.0
24615811,"Causeway Bay, For 2  . walk to Times Square (1d)",10.0,10.0,10.0,,,,
24333246,C4 Big Room in Oporto ( near Casa da Música),10.0,10.0,10.0,10.0,9.0,10.0,97.0
24340252,Precioso Estudio en Barcelona *Bcn* C01,10.0,10.0,9.0,10.0,9.0,10.0,94.0
24418052,Private Room and Bathroom For Our Guests,10.0,10.0,10.0,10.0,8.0,10.0,100.0
24462062,DOWNTOWN STUDIO DW,10.0,10.0,8.0,9.0,9.0,9.0,97.0
24182390,Você quer praia @?,10.0,9.0,10.0,10.0,10.0,9.0,93.0
24083322,Spacious 4 BR Apartment on Plateau + Terrace,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24106738,"City Studio - Lan Kwai Fong, Central",10.0,9.0,9.0,10.0,9.0,9.0,91.0
24160559,56E 2 Bedrooms 1 Bathroom Apartment for Lease,10.0,10.0,10.0,,,,
24207163,Beautiful Downtown Condo - 5 min to Centre Bell.,10.0,10.0,10.0,10.0,10.0,9.0,98.0
24324367,Precioso Apartamento en Barcelona *Bcn* C02,10.0,10.0,10.0,9.0,10.0,9.0,86.0
24393912,My Place,10.0,10.0,10.0,,,,
2442588,20% off - Cozy large 2bed +Roof Top 5min to subway,9.0,9.0,9.0,9.0,10.0,9.0,91.0
24426527,el Besos y el Maresme,10.0,10.0,10.0,10.0,9.0,9.0,90.0
24486669,Plaza Espanya,9.0,9.0,3.0,5.0,8.0,7.0,70.0
24495769,Private room in the heart of Kadıköy,10.0,10.0,10.0,,,,
24505523,Cosy Apartment near Bogazici (Bosporus) University,10.0,10.0,10.0,10.0,9.0,9.0,98.0
2462714,Suen Apart,10.0,10.0,10.0,,,,
24159286,"Elegant Plateau #6, WiFi & A/C",9.0,9.0,9.0,10.0,10.0,9.0,89.0
24187105,Room in beach house 200m to beach,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24335884,Condo au charme parisien au cœur d’Ahuntsic,10.0,10.0,10.0,,,,
24448873,Vila Olímpica Sant Martí - Sardenya,10.0,10.0,10.0,,,,
24521048,BessaApartments 1A-Porto,10.0,10.0,10.0,10.0,9.0,8.0,96.0
24278775,Room in Plateau Mont-Royal,10.0,10.0,10.0,10.0,10.0,10.0,91.0
24296834,MEHMET'S PLACE IN ISTANBUL,10.0,9.0,10.0,10.0,10.0,9.0,96.0
24417981,Relaxing view walking distance from the beach.,10.0,10.0,10.0,,,,
2458782,Cozy Double Rm 4 next to Jordan MTR,9.0,9.0,9.0,9.0,10.0,9.0,85.0
24119,Hawaiian Jungle Hut,10.0,9.0,10.0,10.0,9.0,10.0,92.0
24391397,Chambre privée quartier Le Village - Berri-UQAM,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24460964,Bright & Stunning 2BR APT w/City View &Wifi,9.0,9.0,10.0,9.0,10.0,9.0,91.0
24477058,Spacious 2 bedroom apt in Chiswick,9.0,9.0,10.0,10.0,10.0,9.0,92.0
24479494,Double Room /w Harbour Bridge view,10.0,10.0,10.0,,,,
24106365,High Quality App + rooftop in trendy central area,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24186748,Paradise in Willoughby,10.0,9.0,10.0,10.0,9.0,9.0,100.0
24163558,Leo's economy accommodation,10.0,10.0,10.0,,,,
2432138,cozy flat in the center of taksim,9.0,9.0,9.0,9.0,9.0,9.0,91.0
24427877,Wonderful room in the heart of Plateau.,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24119630,Big&Bright RM#B22n,10.0,10.0,10.0,,,,
24212994,"(旺角)距離地鐵站半分鐘;超方便,安全,乾淨,舒適的住宿;免費上網wifi;私人洗手間;冷暖空調",10.0,10.0,10.0,10.0,10.0,10.0,94.0
24290706,Quirky & Modern Flat in Sheung Wan,10.0,10.0,10.0,10.0,10.0,9.0,98.0
24322969,Private bedroom in east end renovated apartment,9.0,7.0,10.0,9.0,9.0,9.0,88.0
24348022,Double room & private toilet near Sagrada Familia,10.0,10.0,10.0,10.0,10.0,10.0,96.0
24474335,Belle chambre lumineuse sur le plateau,10.0,10.0,10.0,,,,
2453739,Awesome Child Friendly Apartment!,10.0,10.0,10.0,10.0,9.0,10.0,100.0
24608152,Ocean Views and Pool Lounging in 3-bed near Beach,10.0,10.0,10.0,10.0,10.0,9.0,88.0
24266863,"Napili Ridge 1 Bed Condo: Wi Fi, A/C, Ocean View",10.0,10.0,10.0,10.0,9.0,9.0,93.0
24270504,New! Hanalei Garden Oasis w/ Pool & Hot Tub,9.0,9.0,10.0,10.0,10.0,9.0,93.0
245574,Brooklyn Brownstone apartment,10.0,9.0,10.0,10.0,9.0,9.0,91.0
2418216,One istanbul Suadiye 1+1 (50 m2),10.0,10.0,10.0,,,,
24200355,Sagrada Familia up to 6!!,10.0,10.0,10.0,,,,
24404723,Apartamento com terraço e metro próximo,10.0,10.0,10.0,10.0,9.0,10.0,97.0
24461891,Newly renovated apt  ***5 mins to Causeway bay***,10.0,10.0,10.0,8.0,10.0,10.0,100.0
24511562,"Perto do Porto, Gaia e mar.",9.0,9.0,9.0,9.0,9.0,9.0,89.0
24515090,Your Opo Bolhão 4A,10.0,10.0,10.0,10.0,8.0,10.0,100.0
24627916,"Apartment for 4 people, near the beach!",10.0,10.0,10.0,,,,
24120262,Big&Bright RM#B21n,10.0,10.0,10.0,,,,
24266056,Apartamento grande luminoso,10.0,10.0,10.0,,,,
24279661,Stylish & Stunning 2br Apartment Perfectly Located,9.0,10.0,10.0,10.0,9.0,9.0,96.0
24460520,"Light-filled, 1 bedroom apartment in Potts Point",10.0,10.0,10.0,10.0,10.0,10.0,97.0
24505019,Cosme Guesthouse |Triplo,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24169674,Beach living in Dee Why,10.0,10.0,10.0,4.0,10.0,10.0,100.0
24100782,"The Aloha Studio in Sunny Kihei, Maui!",10.0,9.0,10.0,10.0,10.0,10.0,93.0
24298167,Connection family room seperate toilets.,10.0,10.0,10.0,9.0,10.0,10.0,98.0
24170892,We are close to bus station and metro bus...,10.0,10.0,10.0,,,,
24211932,Cosy Hidaway in the centre of Mongkok,10.0,9.0,10.0,10.0,10.0,9.0,100.0
24284013,Ataköy Marina,10.0,10.0,10.0,,,,
24360345,Little self contained 1 bedroom just out side city,9.0,9.0,10.0,10.0,10.0,9.0,90.0
24448278,Eixample Dret València Cartagena,8.0,9.0,10.0,9.0,10.0,8.0,80.0
24492886,Queen Yataklı Oda & Queen Room,8.0,5.0,7.0,8.0,8.0,7.0,70.0
24521177,Yindi One Boavista,9.0,9.0,10.0,9.0,10.0,9.0,94.0
2422745,So close of tourist attractions :),10.0,10.0,10.0,10.0,10.0,10.0,98.0
24365442,Lovely Erskineville terrace near Sydney Uni/RPA,10.0,9.0,10.0,10.0,10.0,10.0,100.0
24413268,Iconic Sydney CBD Barangaroo Harbour View Living,10.0,10.0,10.0,9.0,10.0,10.0,91.0
24507361,Istanbul Bosphorus flat,10.0,10.0,10.0,,,,
24322799,Cozy Apartment Las Ramblas,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24365488,Chambre sur le plateau Mont Royal,10.0,10.0,10.0,,,,
2456142,Spacious 2 Bedroom Apartment,9.0,7.0,9.0,9.0,7.0,7.0,80.0
24146463,旺角酒店式公寓,10.0,8.0,10.0,10.0,10.0,10.0,96.0
24208472,Two room suite 1min from subway 20min to Manhattan,9.0,10.0,9.0,10.0,9.0,9.0,85.0
24378806,Cozy Brooklyn Witchy Apartment (Pet Friendly),9.0,8.0,10.0,10.0,9.0,9.0,91.0
24450419,Quarto 1 do AL Hostel D.ª Jucunda,10.0,10.0,9.0,9.0,8.0,9.0,93.0
24461559,Beautiful room at Tibidabbo,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24498566,Light-filled private room next to Surry Hills,10.0,10.0,10.0,9.0,10.0,10.0,90.0
24505378,Mall Of İstanbul,10.0,10.0,10.0,,,,
24608765,Luxury Serviced Apt with Harbour Sea View 红磡高级海景公寓,10.0,8.0,10.0,10.0,10.0,10.0,100.0
24640187,Cozy room in Galata,10.0,10.0,10.0,,,,
24662841,DA'Home - Almada Unique Apartment,10.0,10.0,10.0,10.0,10.0,9.0,98.0
24675658,"Your place for Sea, Cellars & Porto! (parking inc)",10.0,10.0,10.0,10.0,9.0,10.0,98.0
24735200,Private room in Coogee,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24809999,#Cosy Private Room #5mins to Mei Foo Metro,10.0,10.0,10.0,,,,
24735009,Adjacent house in Outremont,9.0,8.0,10.0,10.0,9.0,8.0,87.0
24818739,Cosy Studio in the Heart of Hong Kong,9.0,8.0,9.0,10.0,10.0,9.0,90.0
2467377,Centrally located in Bayside / Nice,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24735442,中环家电齐全长短租均可,10.0,10.0,10.0,,,,
24785954,Single Room TH,8.0,8.0,8.0,8.0,8.0,8.0,80.0
24751719,"Plumeria House, Poipu Home with a View",10.0,10.0,10.0,9.0,10.0,10.0,100.0
24807963,"New & Clean Single Room in TST, next to MTR!",10.0,9.0,10.0,10.0,10.0,9.0,94.0
24740074,Cosy Loft in the Heart of Borne,10.0,10.0,8.0,8.0,10.0,8.0,70.0
24800927,Secret room2,9.0,9.0,8.0,9.0,8.0,8.0,85.0
2464745,Confortável e pertinho da praia!,9.0,10.0,10.0,10.0,10.0,9.0,95.0
24748967,"Piso en el centro,  habitación individual,",10.0,10.0,10.0,10.0,10.0,10.0,100.0
24693627,"GRACIA SUITE, cozy 1 bedroom apt, great location",10.0,6.0,10.0,8.0,10.0,8.0,80.0
2462948,Barcelona Just Like Home - Green,10.0,10.0,10.0,10.0,9.0,9.0,92.0
24647767,2 Queen Beds Sunny Rm (2-4 people) next to TST MTR,10.0,9.0,10.0,10.0,10.0,10.0,95.0
24652972,Modern style house which is close to Atatürk airp.,10.0,10.0,10.0,10.0,9.0,9.0,100.0
24717812,Conjugado Leblon 10min da praia e 5min metrô a pé.,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24755982,"Very Safe, Peaceful, Reliable Istanbul can show.",10.0,10.0,10.0,10.0,10.0,10.0,100.0
24779608,Décima-Quarta Esquadra — r/C,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24806307,Ruby Charm Houses 7,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24652262,Old City/Blue Mosque/St. Sophia,10.0,10.0,10.0,,,,
24660064,"Large, comfy & bright North Sydney 1 bed apartment",9.0,9.0,10.0,10.0,10.0,9.0,91.0
24819150,New! Bright 2bed easily connected to the center,10.0,10.0,9.0,10.0,10.0,9.0,95.0
2467258,The Club Suite (King & sofa bed),10.0,10.0,10.0,10.0,10.0,10.0,100.0
24672681,"Ideal for family, near subway station",10.0,10.0,10.0,10.0,10.0,10.0,100.0
2482036,"Spacious, charming & quiet delight",10.0,9.0,10.0,10.0,10.0,9.0,95.0
24847275,Causeway Bay.  Spacious Room with ROOFTOP  !!(18a),10.0,10.0,10.0,,,,
248537,Apartamento de Qualidade no Porto,10.0,10.0,10.0,10.0,10.0,10.0,97.0
24899410,ANITAHOUSE,10.0,10.0,10.0,10.0,9.0,10.0,99.0
24917020,Dee Why beachside retreat,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24871838,HOMESTAY NEAR MONTREAL AIRPORT,7.0,6.0,10.0,10.0,7.0,6.0,68.0
24916415,Jomi House Permit 68030/Al,10.0,10.0,10.0,10.0,10.0,10.0,97.0
24981028,Mong Kok double room private toilet near MTR,10.0,8.0,9.0,10.0,9.0,9.0,84.0
24868157,"Very bright Studio, downtown Montreal with view.",10.0,10.0,9.0,8.0,10.0,10.0,95.0
24903500,Blue Room With Balcony Barcelona Rambla,9.0,8.0,9.0,9.0,10.0,9.0,86.0
24969860,Montréal - Petite Patrie : idéal pour une famille,10.0,9.0,10.0,10.0,9.0,10.0,100.0
24993202,Luxury 2 storey apartment with outdoor dining,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24955954,"Ampla Suíte - Próx. a Barra da Tijuca,Jeunesse a..",10.0,10.0,10.0,10.0,10.0,10.0,100.0
24938559,Cozy loft in the heart Old Montreal,2.0,2.0,2.0,2.0,2.0,2.0,20.0
24948880,"Bright, Cosy 1BR Apt in hip area.",10.0,10.0,10.0,10.0,9.0,9.0,100.0
24970484,Appartement ensoleillé près du marché Jean-Talon,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24874349,Trendy and cosy apartment with bay views!,9.0,9.0,10.0,10.0,10.0,9.0,95.0
24847096,Beautiful apt with sea view & Wifi,10.0,10.0,10.0,,,,
24825256,Cozy Room in TST Ideal for Single Traveler,10.0,9.0,10.0,10.0,10.0,10.0,96.0
24917622,"Copacabana-Apto Conjugado-4 pessoas- Posto 2,5",10.0,10.0,10.0,,,,
24982210,Modest House,9.0,9.0,10.0,10.0,8.0,9.0,85.0
24849631,Wailea Elua Village 2401 - Ocean View,10.0,10.0,10.0,,,,
24916551,"3 bedroom house close to station, CBD and airport",9.0,9.0,10.0,10.0,10.0,9.0,92.0
2493382,The Best point to Enjoy Barcelona,9.0,10.0,10.0,10.0,10.0,9.0,94.0
24848349,Executive private room near museum station`,10.0,10.0,10.0,10.0,10.0,10.0,99.0
24849266,Beautiful Mezzanine Studio (2 Guests) - N. Nasoni,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24863216,Beachside studio in idealic Bronte,10.0,10.0,10.0,10.0,10.0,10.0,99.0
24917821,Chambre privée au coeur de Rosemont,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24862771,Piso 3 habitaciones con encanto en Fuente Mágica,10.0,10.0,10.0,,,,
24900291,Origami Porto Deluxe Suite,10.0,10.0,10.0,,,,
24944774,Quiet bungalow (Rivière des prairies),10.0,10.0,10.0,9.0,9.0,10.0,100.0
24952440,Penthouse da Música for 8,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25014628,Vibrant & Trendy Condo in Plateau l Terrasse,10.0,10.0,10.0,10.0,10.0,10.0,99.0
24867235,Garden Small Village,10.0,10.0,10.0,,,,
24847281,鮀城小家-感受不一样的异地之旅,10.0,10.0,10.0,,,,
24829178,"smoothly, cheap house in Sisli,Istanbul..",10.0,9.0,10.0,10.0,9.0,10.0,94.0
24859326,Studio in the heart of Soho,10.0,10.0,10.0,9.0,10.0,9.0,93.0
24916356,Porto Gaia Wine's Place,10.0,10.0,10.0,10.0,9.0,9.0,98.0
24960623,Perfect Sea View,10.0,10.0,10.0,10.0,10.0,10.0,100.0
24945999,The Porto Concierge - Mosaic Mezzanine,9.0,9.0,9.0,9.0,9.0,9.0,89.0
24960259,"Dublex, 4 Room, Terrace, Sunny House at Center",10.0,9.0,10.0,10.0,10.0,9.0,100.0
24972885,Large Luxury Hong Kong Island apartment,10.0,10.0,10.0,,,,
24845400,Studio home in Taksim,10.0,10.0,10.0,10.0,10.0,10.0,99.0
24858356,Stunning Beachside Studio Unit  on Bondi Beach,10.0,10.0,10.0,10.0,10.0,9.0,95.0
24960094,"Cozy Studios nice , secure and social area Harbiye",10.0,10.0,10.0,,,,
24999091,Puamana Resort #20-2,10.0,10.0,10.0,,,,
24903267,Family house in Monterey for May/June/part July,10.0,10.0,10.0,,,,
24857815,Large 2 Bedroom In Tour Des Canadiens,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25071762,Quinta Adágio,10.0,10.0,10.0,10.0,9.0,10.0,100.0
25034631,Homey looking room across from Concordia Loyola,10.0,10.0,10.0,,,,
25086993,Griffintown-Downtown,10.0,8.0,9.0,10.0,9.0,9.0,90.0
25104214,"Bağdat Caddesi sahilde, her yere yakın, çok şık.",4.0,10.0,6.0,10.0,10.0,6.0,60.0
25069374,Casa do Poeta,10.0,9.0,10.0,10.0,10.0,9.0,91.0
25150521,"luxueux appartement ,a partager en colocation",10.0,10.0,10.0,,,,
25211066,Sunlight in Ahuntsic - Le Durham,10.0,10.0,10.0,10.0,10.0,10.0,96.0
25167125,Bohemian Suite,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25217878,Habitación doble en pleno barrio gótico,9.0,8.0,10.0,10.0,9.0,9.0,90.0
25224358,"Westmont square, Good cousin's around the area.",10.0,8.0,10.0,10.0,10.0,8.0,80.0
25244992,CAUSEWAY BAY 2MIN FROM SUBWAY STUDIO,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25250380,【城遇】樱空 日式loft公寓 近罗湖口岸国贸金光华万象城东门 双地铁口 好住好逛又好吃,10.0,9.0,10.0,10.0,10.0,9.0,95.0
25086367,"Front Row Ocean Views, Super-Spacious Luxury 2/2",10.0,9.0,9.0,10.0,10.0,10.0,95.0
25183276,Apartamento ótimo em Ipanema - Um achado ; ),10.0,10.0,10.0,10.0,10.0,10.0,100.0
25226807,"Beautiful, spacious loft in Clinton Hill",10.0,10.0,10.0,10.0,10.0,10.0,100.0
25065550,Lanikai La'i Hale with Oceanview 3BD plus Loft/3BA,10.0,10.0,10.0,,,,
25070084,Elegant 1bed in Trendy Le Plateau,10.0,10.0,10.0,10.0,10.0,10.0,98.0
25135972,Sur le Mont-Royal  On the Mont-Royal,10.0,10.0,10.0,10.0,9.0,10.0,95.0
25069056,Luxury 2+1 Apartment,9.0,8.0,9.0,8.0,9.0,8.0,78.0
25167361,Central Cosy One Bedroom Apartment,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25173285,Wan Chai Flat Share Room (MH3c),10.0,10.0,10.0,,,,
25239252,Penthouse suite at the heart of Nisantaşı,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25248977,Marvel Suites in Taksim square,10.0,10.0,10.0,10.0,9.0,10.0,98.0
25118763,單人房設私人獨立浴室-Single Room with Private Bathroom,10.0,10.0,10.0,,,,
25070327,Double room only for pet lovers!,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25104160,Cihangir Modern Flat,10.0,10.0,10.0,,,,
25144253,"(香港佐敦)糖果音樂主題三人房 ~ 地理交通優先選(步行2分鐘到地鐵站, 6分鐘到尖沙咀)",10.0,9.0,10.0,10.0,10.0,9.0,90.0
25189566,Quarto e Sala Moderno/Melhor Localização de Copa,10.0,10.0,10.0,10.0,10.0,10.0,97.0
25136779,At Home in HONOLULU,9.0,9.0,9.0,10.0,9.0,9.0,91.0
25200117,"(Mong Kok)  New !!! Warm, comfortable, 2 min MTR",9.0,8.0,8.0,9.0,9.0,8.0,82.0
25238139,福田口岸/会展中心/商旅/高端现代化两室一厅公寓,9.0,8.0,10.0,10.0,9.0,9.0,87.0
25082056,Comfortable room in a cosy flat in city center,10.0,10.0,10.0,10.0,10.0,10.0,100.0
25130140,OPORTO GUEST Downtown 2,10.0,10.0,10.0,10.0,10.0,10.0,100.0
2515976,2- AMAZING FLAT IN RIO DE JANEIRO 201/301,9.0,9.0,9.0,9.0,9.0,9.0,93.0
25117844,Habitación espaciosa y elegante con AC y baño,10.0,10.0,10.0,10.0,10.0,10.0,100.0
